Name,Predicted_Global_Sales,Actual_Global_Sales,,,,,
ESPN NBA 2K5,0.960091501,0.95,,-0.010091501,,,
FIFA World Cup Germany 2006,0.570085101,0.57,,-8.51008E-05,,,
Left Brain Right Brain 2,0.13029065,0.13,,-0.00029065,,,
Off-Road Drive,0.030583575,0.04,,0.009416425,,,
The Idolmaster: Gravure For You! Vol. 4,0.030382872,0.03,,-0.000382872,,,
Dead or Alive,0.180104882,0.18,,-0.000104882,,,
NHL 2K3,0.010314964,0.02,,0.009685036,,,
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,0.150342688,0.15,,-0.000342688,,,
Worms: WMD,0.030289777,0.03,,-0.000289777,,,
Disney Infinity 3.0,0.460421972,0.46,,-0.000421972,,,
NBA 2K13,0.420126535,0.42,,-0.000126535,,,
The Getaway: Black Monday,1.779823713,1.78,,0.000176287,,,
Growlanser,0.040035062,0.04,,-3.50615E-05,,,
Jikkyou Powerful Pro Yakyuu 2000,0.350292958,0.35,,-0.000292958,,,
Hakuouki: Yuugi Roku,0.070141152,0.07,,-0.000141152,,,
Famicom Mini: Nazo no Murasame-Jou,0.070446089,0.07,,-0.000446089,,,
SafeCracker: The Ultimate Puzzle Adventure,0.140763983,0.14,,-0.000763983,,,
Paper Mario: Color Splash,0.419531509,0.42,,0.000468491,,,
Saint Seiya Omega: Ultimate Cosmo,0.010126635,0.01,,-0.000126635,,,
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,0.020384155,0.02,,-0.000384155,,,
Chameleon: To Dye For!,0.010871552,0.01,,-0.000871552,,,
Kamiwaza,0.050448649,0.05,,-0.000448649,,,
Rampage,0.230442658,0.24,,0.009557342,,,
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,0.050033785,0.05,,-3.37854E-05,,,
Mystery Legends: Beauty and the Beast,0.010674678,0.01,,-0.000674678,,,
Chuugaku Eitango Target 1800 DS,0.07037776,0.07,,-0.00037776,,,
A.C.E.: Another Century's Episode Portable,0.120319217,0.12,,-0.000319217,,,
Pimp My Ride: Street Racing,0.080471478,0.08,,-0.000471478,,,
11eyes: CrossOver,0.020147547,0.02,,-0.000147547,,,
Indiana Jones and the Emperor's Tomb,0.190432601,0.18,,-0.010432601,,,
Shimano Xtreme Fishing,0.130471192,0.13,,-0.000471192,,,
My Frogger: Toy Trials,0.020361289,0.03,,0.009638711,,,
Doraemon 3: Nobi Dai no Machi SOS!,0.150573671,0.15,,-0.000573671,,,
Barbie Horse Adventures: Riding Camp,0.540118717,0.55,,0.009881283,,,
Fear Factor: Unleashed,0.140640408,0.14,,-0.000640408,,,
Resistance: Fall of Man,4.349683844,4.34,,-0.009683844,,,
Medal of Honor Heroes 2,1.160676889,1.15,,-0.010676889,,,
NFL Fever 2004,0.320116602,0.32,,-0.000116602,,,
Assassin's Creed III,0.350266717,0.35,,-0.000266717,,,
Wacky World of Sports,0.090219177,0.09,,-0.000219177,,,
Bomberman,1.030753098,1.03,,-0.000753098,,,
Dream Pinball 3D,0.130260751,0.14,,0.009739249,,,
Pen 1 Grand Prix: Penguin no Mondai Special,0.160107441,0.16,,-0.000107441,,,
Kinect Adventures!,21.81822927,21.81,,-0.008229273,,,
Powerful Golf,0.050360322,0.05,,-0.000360322,,,
12-Sai. Koisuru Diary,0.050143711,0.05,,-0.000143711,,,
Castlevania,0.630562678,0.64,,0.009437322,,,
The Fairly Odd Parents: Shadow Showdown,0.350602902,0.34,,-0.010602902,,,
Call of Duty 4: Modern Warfare,1.1504324,1.15,,-0.0004324,,,
Go Play: City Sports,0.090160996,0.09,,-0.000160996,,,
Gundam Breaker,0.090443529,0.09,,-0.000443529,,,
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,0.060120232,0.06,,-0.000120232,,,
Sudoku Fever,0.070674546,0.07,,-0.000674546,,,
Higurashi no Naku Koro ni Iki,0.010453768,0.01,,-0.000453768,,,
Vanquish,0.61021518,0.61,,-0.00021518,,,
Dynasty Warriors: Gundam Reborn,0.230471075,0.23,,-0.000471075,,,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,0.050143711,0.05,,-0.000143711,,,
V-Rally 3,0.010386422,0.02,,0.009613578,,,
Klonoa 2: Lunatea's Veil,0.330456935,0.33,,-0.000456935,,,
PO'ed,0.030696288,0.04,,0.009303712,,,
Shenmue II,0.150359832,0.15,,-0.000359832,,,
Shin Megami Tensei IV,0.579640336,0.58,,0.000359664,,,
The Con,0.200139418,0.2,,-0.000139418,,,
Mobile Suit Gundam: Extreme VS Force,0.170218915,0.17,,-0.000218915,,,
Casper's Scare School: Classroom Capers,0.019953914,0.02,,4.6086E-05,,,
Dragon Age Origins: Awakening,0.130028985,0.13,,-2.89854E-05,,,
Agassi Tennis Generation,0.080184184,0.09,,0.009815816,,,
Horse Life Adventures,0.100129008,0.1,,-0.000129008,,,
WorldShift,0.020694189,0.02,,-0.000694189,,,
Far Cry: Primal,0.160359383,0.16,,-0.000359383,,,
Sid Meier's Civilization: Beyond Earth,0.359990261,0.36,,9.7385E-06,,,
Yu-Gi-Oh! GX: Tag Force 2,0.420419909,0.41,,-0.010419909,,,
SpongeBob: HeroPants,0.030425079,0.04,,0.009574921,,,
Meteos,0.230538897,0.23,,-0.000538897,,,
Silent Hill 3,0.710094154,0.71,,-9.41539E-05,,,
Battlefield 4,3.490236692,3.49,,-0.000236692,,,
Mahjong Taikai,0.040381595,0.04,,-0.000381595,,,
Warriors of the Lost Empire (JP sales),0.020037621,0.02,,-3.76213E-05,,,
Big League Sports: Summer,0.10016042,0.11,,0.00983958,,,
Pocket Fighter,0.230103664,0.23,,-0.000103664,,,
ArmA II,0.140424028,0.14,,-0.000424028,,,
LEGO Indiana Jones: The Original Adventures,2.330109999,2.34,,0.009890001,,,
Madden NFL 2005,0.700176217,0.7,,-0.000176217,,,
MLB Front Office Manager,0.080254719,0.08,,-0.000254719,,,
NBA Live 14,0.240178242,0.24,,-0.000178242,,,
Shining Force Feather,0.060484812,0.06,,-0.000484812,,,
Rainbow Islands Revolution,0.010445908,0.02,,0.009554092,,,
Battleborn,0.09076231,0.08,,-0.01076231,,,
Buzz! Brain of the UK,0.160382994,0.17,,0.009617006,,,
Star Ocean,0.230010755,0.23,,-1.07554E-05,,,
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",0.030382872,0.03,,-0.000382872,,,
Barbie and Her Sisters Puppy Rescue,0.030260473,0.03,,-0.000260473,,,
Call of Cthulhu: Dark Corners of the Earth,0.05978848,0.06,,0.00021152,,,
Pippa Funnell 2: Farm Adventures,0.01033473,0.01,,-0.00033473,,,
EX Monopoly,0.220378548,0.22,,-0.000378548,,,
Final Fantasy V Advance,0.269842416,0.26,,-0.009842416,,,
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,0.030382872,0.03,,-0.000382872,,,
Tenchu 2: Birth of the Stealth Assassins,0.580288321,0.58,,-0.000288321,,,
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,0.410075448,0.41,,-7.54485E-05,,,
Haze,0.990115091,0.99,,-0.000115091,,,
The Fairly Odd Parents: Shadow Showdown,0.210607246,0.2,,-0.010607246,,,
Ride 2,0.010436058,0.01,,-0.000436058,,,
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,0.020452484,0.02,,-0.000452484,,,
Zapper: One Wicked Cricket!,0.130616613,0.13,,-0.000616613,,,
Rewrite,0.010148823,0.01,,-0.000148823,,,
The Typing of the Dead,0.050604641,0.05,,-0.000604641,,,
From TV Animation One Piece: Grand Battle! 3,0.21009621,0.2,,-0.01009621,,,
I Don't Have Many Friends Portable,0.070141152,0.07,,-0.000141152,,,
Wii Music,3.239804193,3.25,,0.010195807,,,
Stormrise,0.150185838,0.15,,-0.000185838,,,
Deer Drive,0.420449123,0.43,,0.009550877,,,
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,0.020384155,0.02,,-0.000384155,,,
EVE Online,0.200177602,0.2,,-0.000177602,,,
Just Cause 2,1.749797426,1.75,,0.000202574,,,
Genkai Tokki: Seven Pirates,0.030036345,0.03,,-3.63451E-05,,,
NCAA Football 08,0.080324434,0.08,,-0.000324434,,,
FIFA Soccer World Championship,0.830276072,0.83,,-0.000276072,,,
X-Plane 10 Global,0.020334885,0.02,,-0.000334885,,,
3rd Super Robot Wars Z: Tengoku-Hen,0.15043585,0.15,,-0.00043585,,,
Moujuutsukai to Oujisama: Snow Bride Portable,0.020147547,0.02,,-0.000147547,,,
Mytran Wars,0.120630279,0.12,,-0.000630279,,,
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,0.220371544,0.22,,-0.000371544,,,
The Incredibles: Rise of the Underminer,0.370296784,0.36,,-0.010296784,,,
Bust-A-Move 4,0.210860446,0.22,,0.009139554,,,
All-Star Baseball 2005,0.150112264,0.15,,-0.000112264,,,
Star Wars: The Force Unleashed II,0.220697217,0.21,,-0.010697217,,,
Beyond the Labyrinth,0.030036345,0.03,,-3.63451E-05,,,
Avatar: The Last Airbender - The Burning Earth,0.250429712,0.25,,-0.000429712,,,
Fantastic Four: Rise of the Silver Surfer,0.160530478,0.15,,-0.010530478,,,
Naruto RPG 3: Rejiuu vs Konoha Shoutai,0.090028666,0.09,,-2.8666E-05,,,
The Legend of Kage 2,0.070306793,0.07,,-0.000306793,,,
Angry Birds Star Wars,0.290422209,0.29,,-0.000422209,,,
Shrek the Third,0.320297942,0.31,,-0.010297942,,,
My Boyfriend,0.110125154,0.11,,-0.000125154,,,
Super Army War,0.040670566,0.04,,-0.000670566,,,
Etrian Odyssey III: The Drowned City,0.319828659,0.31,,-0.009828659,,,
Pro Yaky? Spirits 2010,0.100353919,0.1,,-0.000353919,,,
Puzzler Collection,0.050674222,0.06,,0.009325778,,,
Katekyoo Hitman Reborn! Battle Arena,0.040122792,0.04,,-0.000122792,,,
Dreamer Series: Top Model,0.110322751,0.1,,-0.010322751,,,
Custom Robo,0.329978637,0.33,,2.13626E-05,,,
Jane's Hotel,0.030137807,0.04,,0.009862193,,,
Pikmin 2,1.200008407,1.2,,-8.40724E-06,,,
X3: Terran War Pack,0.020387031,0.02,,-0.000387031,,,
Beastly,0.030187398,0.03,,-0.000187398,,,
The Sims: Livin Large,2.980406925,2.99,,0.009593075,,,
ESPN NHL Hockey,0.230241977,0.23,,-0.000241977,,,
Army Men: Major Malfunction,0.010939859,0.02,,0.009060141,,,
Mass Destruction,0.110688373,0.11,,-0.000688373,,,
Pac-Man World,1.490351036,1.5,,0.009648964,,,
Madden NFL 10,0.660083361,0.66,,-8.3361E-05,,,
Makai Shin Trillion,0.100025408,0.1,,-2.5408E-05,,,
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,0.010148823,0.01,,-0.000148823,,,
Harvest Moon: The Tale of Two Towns,0.550205432,0.55,,-0.000205432,,,
Caladrius,0.010813415,0.01,,-0.000813415,,,
SpongeBob SquarePants: The Yellow Avenger,0.330358692,0.34,,0.009641308,,,
Batman: Rise of Sin Tzu,0.100616448,0.11,,0.009383552,,,
Carol Vorderman's Sudoku,0.060730085,0.07,,0.009269915,,,
Shin Megami Tensei: Persona 2: Innocent Sin,0.300000839,0.3,,-8.38935E-07,,,
NHL 2K3,0.210186616,0.21,,-0.000186616,,,
Samurai Warriors 4: Empires,0.060564794,0.06,,-0.000564794,,,
Madden NFL 2004,0.510233082,0.51,,-0.000233082,,,
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,0.020452484,0.02,,-0.000452484,,,
Dokapon Kingdom,0.11994867,0.11,,-0.00994867,,,
Big Air,0.180356018,0.19,,0.009643982,,,
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,0.010385431,0.01,,-0.000385431,,,
Space Station Silicon Valley,0.150143743,0.15,,-0.000143743,,,
FlingSmash,0.470185742,0.47,,-0.000185742,,,
Ultimate Ghosts 'n Goblins (JP sales),0.050615445,0.05,,-0.000615445,,,
Champion Jockey: G1 Jockey & Gallop Racer,0.0603614,0.06,,-0.0003614,,,
Fable: The Lost Chapters,0.069656767,0.07,,0.000343233,,,
Busou Renkin: Youkoso Papillon Park e,0.020452484,0.02,,-0.000452484,,,
Pokemon Black 2/Pokemon White 2,8.059256211,8.07,,0.010743789,,,
Guilty Gear Xrd: Sign,0.190101035,0.18,,-0.010101035,,,
Plants vs. Zombies,0.050198451,0.05,,-0.000198451,,,
SpongeBob SquarePants: SuperSponge,1.780351534,1.78,,-0.000351534,,,
Mai-Otome Hime: Otome Butou Shi,0.020125352,0.02,,-0.000125352,,,
Duel Masters: Shadow of the Code,0.01019109,0.01,,-0.00019109,,,
Spec Ops: The Line,0.540436126,0.54,,-0.000436126,,,
Biohazard: Revival Selection,0.180432014,0.18,,-0.000432014,,,
Silent Hill 4: The Room,0.190129429,0.18,,-0.010129429,,,
Star Wars Battlefront: Renegade Squadron,1.680513836,1.67,,-0.010513836,,,
Dragon Quest Monsters: Joker,1.759611338,1.76,,0.000388662,,,
Section 8,0.26064527,0.27,,0.00935473,,,
Disney's Party,0.050252371,0.05,,-0.000252371,,,
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,0.070141152,0.07,,-0.000141152,,,
Junior Brain Trainer,1.030134864,1.03,,-0.000134864,,,
One Piece: Gear Spirit,0.080117673,0.08,,-0.000117673,,,
Slayers Royal 2,0.080029942,0.08,,-2.99421E-05,,,
Tetris Axis,0.420615382,0.43,,0.009384618,,,
Madden NFL 25,2.229957499,2.23,,4.25014E-05,,,
George of the Jungle and the Search for the Secret,0.050521985,0.05,,-0.000521985,,,
Madden NFL 2001,1.510019831,1.5,,-0.010019831,,,
[Prototype],1.239947461,1.24,,5.25394E-05,,,
Mercenaries: Playground of Destruction,0.680407673,0.68,,-0.000407673,,,
NBA Jam Tournament Edition,1.010306798,1.01,,-0.000306798,,,
Scene It? Twilight,0.19048661,0.19,,-0.00048661,,,
X-Men: The Official Game,0.1004439,0.1,,-0.0004439,,,
No More Heroes: Heroes' Paradise,0.020452484,0.02,,-0.000452484,,,
Global Touring Challenge: Africa,0.100361392,0.1,,-0.000361392,,,
Theme Park Roller Coaster,0.470364191,0.48,,0.009635809,,,
Rango: The Video Game,0.120335713,0.12,,-0.000335713,,,
Tony Hawk's Underground,0.700507678,0.7,,-0.000507678,,,
TNA iMPACT: Cross the Line,0.040243059,0.05,,0.009756941,,,
Call of Duty 2,0.060574897,0.06,,-0.000574897,,,
NCAA Football 06,0.970054612,0.97,,-5.46116E-05,,,
Winning Post 8 ,0.050472997,0.05,,-0.000472997,,,
Sword Art Online: Lost Song,0.250096641,0.25,,-9.66415E-05,,,
Dead or Alive Xtreme 3: Fortune,0.050411448,0.05,,-0.000411448,,,
Clock Zero: Shuuen no Ichibyou - ExTime,0.020452484,0.02,,-0.000452484,,,
Lost Planet 3,0.120698325,0.12,,-0.000698325,,,
Disney Princess: Enchanted Journey,0.229931891,0.23,,6.8109E-05,,,
Race Pro,0.1700987,0.17,,-9.86996E-05,,,
Tony Hawk's Pro Skater 4,0.930457853,0.93,,-0.000457853,,,
Valhalla Knights: Eldar Saga,0.130147472,0.14,,0.009852528,,,
SpongeBob's Truth or Square (US sales),0.390432805,0.39,,-0.000432805,,,
Vexx,0.100748509,0.1,,-0.000748509,,,
Farming Simulator 2011,0.130143903,0.13,,-0.000143903,,,
Gunship,0.270315386,0.27,,-0.000315386,,,
Nitroplus Blasterz: Heroines Infinite Duel,0.010244064,0.01,,-0.000244064,,,
Over the Hedge: Hammy Goes Nuts!,0.050530136,0.05,,-0.000530136,,,
Nintendo World Cup,1.480244994,1.48,,-0.000244994,,,
Mario no Super Picross,0.410819657,0.41,,-0.000819657,,,
LEGO Star Wars II: The Original Trilogy,1.400139794,1.4,,-0.000139794,,,
JSRF: Jet Set Radio Future,0.210512206,0.21,,-0.000512206,,,
Tokimeki Memorial: Private Collection,0.170360133,0.17,,-0.000360133,,,
Date-A-Live Twin Edition: Rio Reincarnation,0.020452484,0.02,,-0.000452484,,,
Big Bang Mini,0.050416321,0.06,,0.009583679,,,
Mega Man X: Command Mission,0.179826476,0.18,,0.000173524,,,
WRC 2: FIA World Rally Championship,0.020479709,0.02,,-0.000479709,,,
Darksiders II,0.789967135,0.79,,3.28654E-05,,,
Tom Clancy's Rainbow Six: Vegas 2,2.410032995,2.42,,0.009967005,,,
Super Mario All-Stars: Limited Edition,2.570370421,2.56,,-0.010370421,,,
LEGO Batman 2: DC Super Heroes,1.659930289,1.66,,6.97112E-05,,,
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,0.070357762,0.07,,-0.000357762,,,
The Chronicles of Narnia: Prince Caspian,0.170623399,0.17,,-0.000623399,,,
Ninjabread Man,0.080385521,0.08,,-0.000385521,,,
Take On Helicopters,0.030564331,0.03,,-0.000564331,,,
NHL Hitz Pro,0.180166446,0.19,,0.009833554,,,
Hot Shots Golf 3,2.889798634,2.89,,0.000201366,,,
Taito Legends,0.110549271,0.11,,-0.000549271,,,
Medal of Honor: Airborne,1.100558706,1.1,,-0.000558706,,,
South Park: The Stick of Truth,0.179699212,0.19,,0.010300788,,,
Dying Light,1.290140428,1.29,,-0.000140428,,,
Codename: Kids Next Door: Game Boy Advance Video Volume 1,0.170380667,0.17,,-0.000380667,,,
Pac-Man World 2,1.520105861,1.51,,-0.010105861,,,
Riven: The Sequel to Myst,2.43994344,2.43,,-0.00994344,,,
Chessmaster: The Art of Learning,0.120293975,0.12,,-0.000293975,,,
MetropolisMania,0.08073172,0.09,,0.00926828,,,
Truth or Lies,0.090494923,0.09,,-0.000494923,,,
Flipper Critters,0.030208685,0.03,,-0.000208685,,,
Vexx,0.240737975,0.24,,-0.000737975,,,
Jade Cocoon: Story of the Tamamayu,0.270020999,0.27,,-2.0999E-05,,,
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,0.030036345,0.03,,-3.63451E-05,,,
Kung Fu Panda,0.510227874,0.51,,-0.000227874,,,
Blacksite: Area 51,0.570629314,0.57,,-0.000629314,,,
Super Smash Bros. Brawl,12.83861008,12.84,,0.001389925,,,
Keshisasu-Kun: Battle Kas-tival,0.030451208,0.03,,-0.000451208,,,
Aliens in the Attic,0.050381221,0.05,,-0.000381221,,,
Sword Art Online: Infinity Moment,0.220012031,0.22,,-1.20315E-05,,,
Astonishia Story,0.029784232,0.03,,0.000215768,,,
The Conduit,0.570402913,0.57,,-0.000402913,,,
Akane Iro ni Somaru Saka Parallel,0.030146264,0.03,,-0.000146264,,,
Kirby's Return to Dreamland,1.65009471,1.65,,-9.47103E-05,,,
Metal Gear Solid 2: Substance,0.63022282,0.62,,-0.01022282,,,
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,0.050121516,0.05,,-0.000121516,,,
NHL 2002,0.12016701,0.12,,-0.00016701,,,
Petz: Hamsterz Life 2,0.010386147,0.01,,-0.000386147,,,
Skylanders: Trap Team,0.950192511,0.95,,-0.000192511,,,
Monster High 13 Wishes,0.020288341,0.02,,-0.000288341,,,
NBA Live 2003,0.300261624,0.3,,-0.000261624,,,
Ratchet & Clank: Up Your Arsenal (Weekly american sales),1.340537995,1.33,,-0.010537995,,,
Diablo III,5.139113553,5.14,,0.000886447,,,
Need for Speed: Most Wanted,0.560603946,0.56,,-0.000603946,,,
SpongeBob SquarePants: SuperSponge,0.550429083,0.55,,-0.000429083,,,
Igor: The Game,0.099943809,0.1,,5.61908E-05,,,
Family Fortunes,0.040387355,0.04,,-0.000387355,,,
MySims SkyHeroes,0.110302299,0.11,,-0.000302299,,,
Project X Zone 2: Brave New World,0.170021452,0.17,,-2.1452E-05,,,
Skylanders Imaginators,0.100416645,0.09,,-0.010416645,,,
Momotarou Dentetsu 11,0.07037776,0.08,,0.00962224,,,
Etrian Odyssey IV: Legends of the Titans,0.380002439,0.38,,-2.43902E-06,,,
Prince of Persia: The Sands of Time,0.150558628,0.15,,-0.000558628,,,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,0.030146264,0.03,,-0.000146264,,,
LEGO The Hobbit,0.140323244,0.15,,0.009676756,,,
Tom Clancy's EndWar,0.120746553,0.11,,-0.010746553,,,
Hot Wheels: Stunt Track Challenge,0.600312561,0.59,,-0.010312561,,,
Dr. Mario,5.340384997,5.34,,-0.000384997,,,
Tank! Tank! Tank!,0.080447666,0.07,,-0.010447666,,,
Pitball,0.020366311,0.03,,0.009633689,,,
Golden Axe: The Duel,0.050121516,0.05,,-0.000121516,,,
Cy Girls,0.030185394,0.04,,0.009814606,,,
Shadow Master,0.100141779,0.1,,-0.000141779,,,
Playboy: The Mansion,0.210045859,0.2,,-0.010045859,,,
ExciteBots: Trick Racing,0.260231629,0.26,,-0.000231629,,,
Who Wants to Be a Millionaire: 3rd Edition,0.040189385,0.04,,-0.000189385,,,
Midnight Club 3: DUB Edition Remix,0.200405724,0.2,,-0.000405724,,,
Dynasty Warriors 3,1.860391483,1.87,,0.009608517,,,
Carnival Games,4.059822887,4.05,,-0.009822887,,,
Cooking Mama 3: Shop & Chop,1.69018577,1.69,,-0.00018577,,,
Virtual Pool 64,0.100362472,0.1,,-0.000362472,,,
Viewtiful Joe,0.29050988,0.28,,-0.01050988,,,
Streets of Rage 3,0.070446089,0.07,,-0.000446089,,,
Starry ? Sky: After Summer,0.020384155,0.02,,-0.000384155,,,
Gears of War,0.010462001,0.02,,0.009537999,,,
Rapala Fishing Frenzy 2009,0.040253609,0.05,,0.009746391,,,
Dead or Alive Ultimate,0.499646924,0.5,,0.000353076,,,
Shrek's Carnival Craze Party Games,0.070379369,0.07,,-0.000379369,,,
Chicken Riot,0.320548549,0.32,,-0.000548549,,,
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,0.030451208,0.03,,-0.000451208,,,
Iggy's Reckin' Balls,0.080476284,0.08,,-0.000476284,,,
All-Star Baseball 2003,0.150316499,0.15,,-0.000316499,,,
Sora no Otoshimono: DokiDoki Summer Vacation,0.010148823,0.01,,-0.000148823,,,
Qix,1.150775433,1.15,,-0.000775433,,,
I Spy: Fun House,0.820699893,0.82,,-0.000699893,,,
Rugby 06,0.050289109,0.05,,-0.000289109,,,
Dragon Ball Z: Chou Saiya Densetsu,0.579965971,0.58,,3.40286E-05,,,
The Secret Saturdays: Beasts of the 5th Sun,0.090246774,0.1,,0.009753226,,,
Olympic Soccer: Atlanta 1996,0.050365321,0.05,,-0.000365321,,,
Worms: A Space Oddity,0.090330608,0.08,,-0.010330608,,,
Band Hero,0.410108738,0.41,,-0.000108738,,,
Suzumiya Haruhi no Yakusoku,0.150130913,0.15,,-0.000130913,,,
Move Fitness,0.210338712,0.21,,-0.000338712,,,
Doom (2016),1.490528278,1.49,,-0.000528278,,,
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,0.099831812,0.1,,0.000168188,,,
Solitaire & Mahjong,0.120859735,0.12,,-0.000859735,,,
Dance Dance Revolution Ultramix 3,0.370170511,0.38,,0.009829489,,,
Super Famista 3,0.390316814,0.39,,-0.000316814,,,
Dance Dance Revolution: Hottest Party 5,0.020387031,0.02,,-0.000387031,,,
NASCAR 09,0.250274874,0.25,,-0.000274874,,,
Just Cause,0.150052585,0.14,,-0.010052585,,,
Aedis Eclipse: Generation of Chaos,0.019881822,0.02,,0.000118178,,,
Sunrise Eiyuutan R,0.060032502,0.06,,-3.25018E-05,,,
Watchmen: The End is Nigh Part 1 & 2,0.100443795,0.1,,-0.000443795,,,
Jurassic Park III: Park Builder,0.060254939,0.06,,-0.000254939,,,
Conflict: Global Terror,0.100484721,0.1,,-0.000484721,,,
Fritz Chess,0.020296298,0.02,,-0.000296298,,,
The Orange Box,1.070418127,1.06,,-0.010418127,,,
Yu-Gi-Oh! Nightmare Troubadour (JP sales),0.130442724,0.13,,-0.000442724,,,
Idol Janshi Suchie-Pai Remix,0.100373916,0.1,,-0.000373916,,,
Wedding Dash,0.200243056,0.2,,-0.000243056,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,0.13037008,0.13,,-0.00037008,,,
Virtual Villagers: A New Home,0.050137401,0.05,,-0.000137401,,,
Metal Gear Solid HD Edition,0.010256633,0.01,,-0.000256633,,,
Alice in Wonderland,0.459951118,0.47,,0.010048882,,,
Ducati World Racing Challenge,0.030409411,0.03,,-0.000409411,,,
Bust-A-Move 3000,0.010792412,0.01,,-0.000792412,,,
Crows: Burning Edge,0.010453768,0.01,,-0.000453768,,,
So Blonde,0.020150423,0.02,,-0.000150423,,,
Furious Karting,0.010646895,0.01,,-0.000646895,,,
Finding Nemo,0.890328728,0.89,,-0.000328728,,,
